Alias,ID,Games,rating,highestrating
Oiiai cat +//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9-,15234421,1216,1070,1377
+AFs-NuMa+AF0- DeadlyWallace,2565134,1741,1067,1377
sartorius5559,22424692,83,1376,1376
+AF8-behemoth+AF8-,20060415,164,1376,1376
vuvukiller,21548417,60,1357,1376
HeN.Dr gros,2575465,607,1353,1376
Citykeeper,1710868,848,1347,1376
TW+AF8-Jerry(twitch.tv/twnb+AF8-jerry),23206267,14,1342,1376
grosgerard,496176,2136,1341,1376
Tumirnix,2369934,178,1340,1376
1PONY,631089,365,1332,1376
Blitzkrieg,3548289,179,1314,1376
bertthekid,4509152,3049,1243,1376
goodvibes,2213535,2911,1241,1376
+//3//f/9//3//f/9-,4406575,170,1238,1376
Fto,2120581,2362,1221,1376
Mr Tickles5,5857307,979,1221,1376
Karpman,591312,1021,1195,1376
Texosen,3497512,1285,1161,1376
jbjr10,4352685,148,1063,1376
tommy9512,1133051,59,1375,1375
Gandalfsen,4317531,73,1375,1375
kevin1bauer,19510831,22,1363,1375
ChrisCross,1462153,694,1359,1375
ippowl,20594251,1237,1344,1375
Ds3.Dylan,3582825,528,1343,1375
guido+AF8-ara,2107080,309,1342,1375
+//3//f/9//3//f/9//3//f/9-,21562207,94,1337,1375
Chiza,11497825,152,1326,1375
toni.makkaroni,3338772,1054,1310,1375
Veritas,9714969,2946,1309,1375
dont help,2901187,421,1308,1375
abiyubi,619891,440,1268,1375
dzan,1896419,931,1266,1375
vuhieu84vn,8643759,2119,1260,1375
+AFs-COBRA+AF0- Lord of War,723516,3156,1256,1375
CFGX +AHw- TteDan,2067214,487,1252,1375
rdsteapot,1946621,637,1250,1375
ali+AF8-tgl,22770775,330,1235,1375
CHOCHUEL AA,11808913,994,1175,1375
chuckschnorres,2317666,1469,1134,1375
HeN.Juninho,9856927,111,1374,1374
Rawalpindi,21778559,18,1374,1374
LVDB+AF8-Monjito,3358885,534,1369,1374
BlackRay,1114785,171,1358,1374
Tiger King,718490,1043,1357,1374
TheHoaN,573562,464,1332,1374
Nv.Snowbrow,15640671,394,1323,1374
Akuma+AF8-o+AF8-O,21723153,307,1317,1374
Belgaroth +AFs-RnT+AF0-,9418152,300,1311,1374
Magestar,19673645,1298,1300,1374
Dostoevsky,4378999,568,1297,1374
roopely,285045,2600,1267,1374
borgff,18893751,954,1239,1374
Cenan,15311675,3073,1230,1374
erix,9506094,1947,1214,1374
THE REAL DEAL+ACo-,605485,3971,1077,1374
+AFs-LSD+AF0-Fake,449584,1439,1373,1373
ReyTut1985,6222218,2331,1373,1373
exceed,798996,271,1373,1373
Coyote,11320590,91,1373,1373
Cududle,4773895,504,1373,1373
Gypsy Wizard,2376462,596,1370,1373
Tungsten7361,11433239,1937,1355,1373
xinkog,449033,804,1340,1373
ChanDanielz,16868399,356,1327,1373
Salo III,5902234,333,1313,1373
+AFs-DCNC+AF0- Brunin,3405091,1367,1308,1373
Shlongkey Dong,5884295,214,1308,1373
+AFs-TYN+AF0- Lord Gorco,2868963,1197,1298,1373
CesarDrummer,5761123,2326,1267,1373
Nugga,8821991,1925,1259,1373
+AHw-FMG+AHw- pablomac12,2213230,950,1258,1373
Cafu13,3333126,1161,1258,1373
TVHG Sucary,18172008,513,1248,1373
+AFs-S+ACY-H+AF0- Cowboy,17825077,189,1243,1373
STOP WAR MAKE LOVE,4983353,985,1237,1373
Janiak95,3303126,362,1229,1373
NinjaEskimo012,792667,724,1224,1373
Aimless,1117362,1812,1221,1373
CrashCrib311078,21297866,1051,1220,1373
Yordan,12364905,633,1194,1373
yanglegeyang,4418996,4412,1153,1373
d+AC0-man,5300183,12930,1058,1373
solomlcomp,23074050,172,1372,1372
mobin+AF8-s,1286500,40,1371,1372
SykoFtw,2242005,31,1355,1372
vup4vm0227,10782120,368,1351,1372
Krustenkaas,5257466,2195,1342,1372
Troll+ACQ-,3365042,148,1339,1372
Atila el tres,6004832,8501,1328,1372
SirDude,1786534,413,1326,1372
Doctorbonus,11541482,185,1318,1372
Vertical Vertigo,281737,872,1316,1372
+AFs-CL+AF0- LocoMontti,2507252,197,1311,1372
Matipedia,288083,1837,1307,1372
DM99,5814734,82,1307,1372
Berry Grover,4444337,222,1301,1372
KKUSH+AC0-PANIER,1470010,3028,1276,1372
elpajarodelkunaguero,2574000,4475,1271,1372
Szwajson,4681086,462,1268,1372
Damocles,6310161,379,1266,1372
uAe107,5904394,271,1264,1372
Luka,4146883,717,1254,1372
GENSHIN HIGH PLAYER,4536232,2501,1250,1372
Wimac,1523130,2277,1250,1372
FORSETI,11253614,2612,1237,1372
Shadyferonia,744704,245,1225,1372
+//3//f/9//3//f/9//3//f/9-,3916681,440,1217,1372
lukas.reiter177,6925465,2726,1216,1372
nikolay.borisbl4,1230798,1159,1201,1372
+AFs-LFH+AF0- Tuvalu,1222294,884,1189,1372
Zangd+//3//Q-r,4207655,724,1176,1372
SanRos95,9023648,653,1175,1372
FortunaHome,720433,1508,1105,1372
lenhhoxung,3444829,782,1072,1372
Tlitado,5034694,4646,1051,1372
Ring,10723847,463,1371,1371
+AFs-LCO+AF0- Jeye,229638,226,1371,1371
H+//3//Q-nz+//3//Q-  a doh+//3//Q-nyz+//3//Q-,22202699,44,1370,1371
T O I,383193,1621,1358,1371
Sozen,548166,183,1355,1371
+AF8AXw-24+AF8-Thorfin+AF8-Arg,3774002,961,1350,1371
+AF8-WinD+AF8-,248255,788,1349,1371
AssassingBlue,19227527,103,1342,1371
metcag,661028,497,1326,1371
DrollSpark289,21520459,112,1325,1371
Gerico,1066340,273,1321,1371
Siegbert,22876640,163,1321,1371
TheMasterW,2145836,243,1320,1371
Ex Lux,15757602,154,1316,1371
Ako+AC0-Rin,10338753,95,1306,1371
RichardZhu,4221376,242,1291,1371
agepire,234023,686,1288,1371
Fanume,20915281,280,1277,1371
intentarecordarlo,2010883,1685,1257,1371
Ren+//3//Q-,5579483,487,1242,1371
Index+AF8-,17929812,850,1237,1371
+//3//f/9//3//f/9//3//f/9-,22775090,444,1231,1371
Tomoki,2078521,3044,1230,1371
lp2893091,5690368,1069,1222,1371
Justice,1589351,1853,1220,1371
juanjemer,4363960,1464,1218,1371
El Playaman,3098899,1492,1211,1371
Andrewx+AF8-sz,249532,1823,1211,1371
B1SH0P,3180091,3784,1200,1371
bartorzech2,10962250,1191,1187,1371
Rayman200,9358340,3802,1169,1371
Camoanimal,304734,3564,1036,1371
Jiraiya+AH4-,345788,67,1370,1370
twitch.tv/TobingerAoE,21613624,37,1370,1370
+//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9-,21024207,16,1370,1370
admiralaeka,3785234,1068,1356,1370
elPreto,3304069,886,1355,1370
ecct,16943838,1503,1332,1370
Never Began,6425104,120,1321,1370
quimey,2995828,595,1319,1370
Tortfeasor,3206464,1027,1314,1370
TofiTriple,18012348,263,1311,1370
Penelope Paterson,4233308,1955,1305,1370
Big+AF8-Dog+AF8-Brah,1979270,173,1297,1370
Vombergar,2780050,402,1296,1370
LUNDA,9879868,1049,1294,1370
Dino Spumoni,3169820,745,1293,1370
Satellites of Heaven,4985036,1328,1277,1370
disposablehero,8973583,2314,1266,1370
Fiore del parmigiano,322860,4137,1249,1370
qOndaWey,21814824,119,1217,1370
Rata Pre+//3//Q-adora,21903714,1218,1189,1370
NOOB+AHwAWw-DatoProtegido+AF0-,409187,3064,1187,1370
Dijhinn,5172169,1385,1181,1370
FC+AF8-Jos3,16270277,2724,1161,1370
dont+AF8AXw-choke,23077391,170,1158,1370
CORP+AF8-Alex+AF8-Mochito,844746,4233,1129,1370
Cassash,5695269,69,1369,1369
hooplah,2594407,455,1369,1369
TVHG.Nitram Aoe,15376248,505,1369,1369
OldFaun,9658929,131,1369,1369
Aei,2377697,720,1369,1369
Obslot,15680537,181,1369,1369
BRING+AF8-BACK+AF8-QUAALUDES,2393796,1331,1368,1369
+//3//f/9//3//f/9//3//f/9//3//f/9-,23434156,69,1368,1369
William Marshal,1566100,3562,1337,1369
+//3//Q-El Bills y El Whis+ACE-,1929708,2257,1332,1369
nassio?,2038007,363,1303,1369
Fejka,3084092,987,1293,1369
lemon+//3//f/9//3//f/9//3//f/9-,1531609,2098,1293,1369
dickerleminka,21182393,14,1285,1369
Roll1ngStone,499730,1118,1281,1369
+AFs-BZBUT+AF0- BloodHound,242044,645,1280,1369
Gnr Veers,15711924,1000,1259,1369
Gams+AF8-II,3528889,1692,1240,1369
Alaeb,2415952,1445,1236,1369
skippy,6239378,165,1236,1369
Sir Sebastian Song Song,4321069,1492,1234,1369
Tutang,5009330,2628,1232,1369
CkofallS,16802099,1525,1230,1369
andrewimhoff,297953,2776,1216,1369
big+AF8-lump+AF8-of+AF8-cheese,2964275,3380,1169,1369
Hakuna Yoken,3556606,823,1339,1368
Pasta,1111750,228,1334,1368
lcsboccasso762,3360277,130,1321,1368
smooth+AF8-operator,2371929,636,1319,1368
xvedejas,2104992,253,1315,1368
MonsieurENS,9585272,323,1300,1368
Bakshi,10535296,1183,1288,1368
Astroglide,1978652,1763,1284,1368
+AF8AXw-GARY+AF8AXw-,15036813,1027,1266,1368
SorryYaar,20916157,126,1253,1368
+AFs-Branca+AF0- Dmontjuic,3019958,2417,1238,1368
Obi+AC0-Wan,652964,295,1235,1368
Sternburg Export,2453663,477,1231,1368
+//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9-,4220555,3364,1231,1368
CyDeska+AHw- El otro,9682736,1040,1231,1368
jugi,14593280,713,1226,1368
siEp's,1496402,3913,1214,1368
magz,216599,1721,1214,1368
timbird2450,20528933,801,1212,1368
rikibuff,604142,2654,1208,1368
TheBigDeal,979680,1769,1208,1368
assassin161290,1999535,1093,1206,1368
goldmmax,2529394,1748,1205,1368
Mr+AF8-Bonales,553029,1191,1196,1368
Jelleishier,428326,1208,1142,1368
Hoanga,19540841,1704,1109,1368
jgonzalezs1507,11802931,11,1367,1367
mILZHAUER,1008263,672,1367,1367
JIJEADO,20884217,380,1367,1367
+//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9-,2921804,423,1367,1367
kingofmetal,8252785,1428,1347,1367
Palepro,15440340,291,1331,1367
hayha,2500021,399,1328,1367
Don Pollo,985327,493,1326,1367
Pernobyl,2330670,2916,1326,1367
thunf1sch,2579431,1447,1322,1367
HarryMac+AF8-Roldi,2008617,1022,1315,1367
EXILE +AHw- Ababu,291043,361,1313,1367
Agevenger,1829925,1280,1298,1367
Patrick,22429005,105,1290,1367
+//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9-,21311296,302,1288,1367
fear,11456328,193,1284,1367
AP,2047879,97,1282,1367
Portos,20498897,373,1271,1367
Tako+//3//f/9-,14435543,1579,1268,1367
Ronnie James Dio,22949132,35,1268,1367
King Mehdi IV,2502766,757,1265,1367
Sakro,410888,4038,1256,1367
PaikSiegePush,4851091,3598,1247,1367
Arius,5676169,406,1239,1367
Blunted by Wizardry,246603,2112,1236,1367
ShangTsung,18940033,412,1212,1367
Brave from the river to the sea,383468,3127,1200,1367
Itsjustagame,438580,1302,1181,1367
+AFs-Heals+AF0- Franz,291251,703,1176,1367
MLT +AHw- Guillet Amed,11710176,2450,1145,1367
OjcuAlbina,2206645,2220,1100,1367
water,15613643,484,783,1367
+AFs-Lw+AF0- Ryuzaki,1381730,539,1366,1366
Cato+//3//Q-o2,20950088,33,1366,1366
HolaRigbi2023,2976714,386,1364,1366
Hynax,2606118,494,1337,1366
Medel,1855195,135,1335,1366
+AFs-PSOE+AF0-ROBOSYSAMARITANAS,23093406,102,1321,1366
Coquelicot,4179871,480,1321,1366
blake7741,470298,597,1309,1366
DC+AC0-Jota,18021913,190,1302,1366
Teuto,950350,1129,1293,1366
Anakin,1969935,3621,1290,1366
Codol.19,3474114,986,1286,1366
+//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9-,20193701,460,1278,1366
YNWA27,2723896,397,1267,1366
A CHINA CON NICO,22614969,29,1255,1366
magreb mcgoogle,2017905,396,1245,1366
TheFatalBeast,1198160,2073,1233,1366
sheaR,2094453,2696,1224,1366
farsan19+AC0-94,4024145,3308,1218,1366
Copybara,2955637,4956,1214,1366
animatedrng,463444,1865,1203,1366
alanfire9801,4214142,700,1200,1366
Dragonkiller6,17442096,500,1190,1366
cquintero,8958858,425,1174,1366
Indomitus46,6417863,2096,1154,1366
angelusgarcia,2799483,641,1145,1366
Boars are friends not food,11387758,1051,1123,1366
darkmaku,3187475,2665,1111,1366
+AFs-ISOC+AF0- Lheodoric,14630914,860,1365,1365
Dagobert,2503766,233,1365,1365
xinyuan.zhao22,20016950,267,1365,1365
:) ELO aqui  ELO alla  ELO ah ah,362371,227,1349,1365
+//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9-,9347315,109,1344,1365
Paragon,10613635,4707,1333,1365
Pickles,5867638,174,1323,1365
T+//3//Q-o Ava,917071,1732,1316,1365
Frost8,2441914,157,1303,1365
Shider,262331,1337,1301,1365
xmumy81,17490267,68,1253,1365
Arend mene+//3//Q-r,1885332,309,1248,1365
CergC,9795688,301,1247,1365
Dolan Jolan,1041961,188,1244,1365
Reigns23,15619579,1809,1236,1365
Nessius Blaze,14262476,2696,1235,1365
leo+//3//Q-,17956091,583,1225,1365
ricardo.coda,6213904,2438,1206,1365
Asgorah,9038382,1671,1170,1365
Skudbox,1913714,10397,1170,1365
+//3//f/9//3//f/9-,2674743,413,1364,1364
+//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9-,23561521,38,1364,1364
+//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9-,11422065,239,1363,1364
EL T+//3//Q-O TUPAKIER,2879819,722,1359,1364
VanorkQC2,22826089,58,1348,1364
LAC,4047173,286,1346,1364
Patman,335285,133,1345,1364
Zibercal,5341905,368,1332,1364
Gladaed,251520,204,1320,1364
lov+AC0-ju,974362,135,1318,1364
TBD +AHw- peralta,5371905,933,1314,1364
GWigWam,372821,767,1310,1364
n,15293848,777,1308,1364
Motz,239631,448,1302,1364
7necron7 +AC0- TTV/YT,18224,3119,1297,1364
semka43,6091570,2574,1297,1364
+AFs-SAPR+AF0- Superbanana,4880766,1333,1280,1364
Magio.Yapito,1665708,1674,1273,1364
Heisenberg,335739,584,1271,1364
El Doctor,2244344,1703,1253,1364
Jon803,283637,768,1251,1364
TheJoker,2570678,2978,1227,1364
misko jones,2581897,2840,1227,1364
Zutn,113876,87,1224,1364
+//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9-,2093501,3841,1212,1364
Silly+AF8-Baby,3072766,1531,1206,1364
CCCCastillo,2644540,6227,1194,1364
Magicnet,5712783,272,1193,1364
+AF8-FJ+AF///f/9//3//f/9//3//f/9//0-,712851,156,1189,1364
Death+AF8-G,10055935,429,1183,1364
Elon's Musk,2353559,2351,1176,1364
cmonk33,21102206,1024,1156,1364
Mi abuela,2920490,1758,1154,1364
+//3//f/9//3//f/9//3//f/9//3//f/9-,3441726,1484,1153,1364
Murdock,1590426,1870,1104,1364
NiiemZXZ,4522738,130,1363,1363
Haroldo,2387590,1337,1363,1363
Jbird,5269133,1117,1357,1363
Reiiy+AF8-,4102639,122,1347,1363
Sklett,2365884,1524,1329,1363
Zaquesazipa,5759128,463,1327,1363
gon.huck,3756219,2388,1317,1363
Ghost+AC0-man,1296822,535,1315,1363
DS+AF8-Matijuz,2296443,814,1313,1363
master,18953913,563,1297,1363
beser15,8953252,892,1292,1363
wut?,4009337,374,1287,1363
and now,4797959,2260,1280,1363
tin+AF8-verte,16672959,291,1278,1363
FerDiehl,12213823,722,1273,1363
Kusayla,1937426,731,1269,1363
alphaomega5974,11319095,313,1266,1363
FLXCompany,5865175,2895,1266,1363
FeHZappa,3924724,1793,1262,1363
jeche1212,18320144,884,1254,1363
Dann+AF8-Fer,2630155,1718,1234,1363
KuKe,2876073,131,1229,1363
Miasei89,1388540,1500,1213,1363
Ironscruba,6749803,1792,1213,1363
yepes,525283,1300,1211,1363
ChrisHenry,2838378,2597,1194,1363
Sckuwe,2149519,847,1156,1363
muratcetin,10272901,883,1148,1363
kaywtw,342656,507,1108,1363
+//3//f/9//3//f/9//3//f/9//3//f/9-,2783887,2557,1087,1363
mattGPT,3094786,386,1362,1362
Stinky Diver,6580738,34,1346,1362
Flammz,2845185,170,1344,1362
RENKENO/Kick.tv,2230307,216,1334,1362
GORLE333,3374873,380,1321,1362
hadiraja12,3026555,1975,1308,1362
hipster horse,244957,208,1307,1362
CUTE JUBEE,15186961,463,1301,1362
Marizauto,4160704,3475,1300,1362
Darkbang33,2771466,102,1286,1362
CoMi (GER),4572053,1156,1284,1362
Kementary,400154,2210,1272,1362
EzQL+AHw-TheCuasar,5515946,1335,1268,1362
+AFs-MCT+AF0-.Javo90,1997802,1723,1254,1362
Space,5258522,1511,1253,1362
D+AF8-Doudz,2670071,763,1251,1362
SpinkySpenky,2623597,602,1250,1362
ChuKo+//3//Q-u,10768404,2122,1225,1362
android,9617579,82,1219,1362
+//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9-,5186945,1147,1212,1362
VEN+//3//Q-N +AHw- ALICE,3192867,986,1184,1362
Wolooloo,1155078,972,1165,1362
Exquisite,1569573,5595,1162,1362
GGWP+AF8-jackie,6129217,2824,1152,1362
Raguila95,2363857,1514,1122,1362
KAWA+ACE-,242725,109,1361,1361
CaSal,10164365,581,1352,1361
jojeeojee,4541755,663,1344,1361
Nelo,2038358,913,1340,1361
dieguit,14413496,335,1330,1361
MrDude,2706480,1297,1330,1361
Redwings10k,2080554,128,1329,1361
eraycoskun33,18559731,866,1319,1361
Chivo Expiatorio,22369484,115,1307,1361
Elfumador,15649359,699,1307,1361
lancelot98,100774,1098,1304,1361
TheNewLincoln,14298679,905,1298,1361
RODODOCK,10036011,742,1292,1361
Stuivenvoltage,12485875,760,1290,1361
sgt peppers's,1194858,539,1281,1361
nicomt+//3//Q-rap+//3//Q-dup,2415128,570,1270,1361
Fetuquin,6436590,1109,1258,1361
vallet.gaetan,1449640,1983,1241,1361
+AFs-VL+AF0- Tupen Dior,213023,1092,1237,1361
TROV+//3//Q-O DO OESTE,11903141,506,1236,1361
+//3//f/9//3//f/9-,12189833,3500,1228,1361
Lezus,238279,3570,1226,1361
Graveyard Dead,7412894,1785,1223,1361
WarpSmith,15311836,853,1204,1361
Cement+AF8-eater,732683,614,1203,1361
Yusuf,305420,3090,1193,1361
AL,2187951,1820,1169,1361
JohnGooMonster,9540456,2101,1164,1361
JoeyPuraVida (Pleb),5115952,1030,1127,1361
CorZ,998138,2012,1117,1361
Felo,1614168,1967,1113,1361
MaxiMoO,14450786,1350,1113,1361
OutlawEmpire,852143,325,1360,1360
ahmedalisahito688,19314066,416,1357,1360
Lyekys,6333830,578,1356,1360
OldManWithASkoomaProblem,6952182,3079,1330,1360
ScaryLou,4010417,754,1321,1360
IronWill,1484334,456,1305,1360
Jungle The Quest,2434471,3042,1278,1360
ghabil,300598,543,1277,1360
hclay93,20189549,1138,1272,1360
Elsin Chamba,287365,1825,1264,1360
Obstmeister,21157537,55,1242,1360
beard333,4530957,708,1226,1360
.cHikaNo.,1536565,331,1224,1360
Mourning Would,1161089,598,1217,1360
incorrect phlip,1954674,267,1214,1360
+AFs-ESTG+AF0- Mauzinga,4190371,2955,1212,1360
ChasingAces,6788807,2105,1208,1360
Huxley,3005228,1240,1208,1360
+//3//f/9//3//f/9//3//f/9//3//f/9-,2988930,1848,1208,1360
Fer.gp10k,2170337,347,1207,1360
SolariumBolek,536750,1962,1193,1360
Larvagator,239947,937,1176,1360
GhostNappa,5782469,4177,1167,1360
generalqwert,735700,6117,1086,1360
AiM +AHw- Ivancio,16744779,46,1344,1359
Pandas United,2296836,33,1342,1359
GoldNudel,2665874,149,1341,1359
turbonissan,4272089,19,1340,1359
+//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9-,15907701,241,1328,1359
r0k4t3r3,516099,526,1314,1359
Zyzyx,810716,843,1309,1359
Dave,1018452,159,1302,1359
PNAL +AHw- Kzador,11637398,633,1294,1359
Haugiii,1059160,288,1282,1359
DiGen,4247457,25,1244,1359
buho+AF8-guns,17118539,664,1241,1359
FazleTheGreat,11334217,1279,1240,1359
Tatanka,11307541,3159,1229,1359
Plastic Sturgeon,21691065,483,1227,1359
Tapki+AF8-V+AF8-pol,6440563,1926,1224,1359
eNZo STaR,2250938,2008,1219,1359
ABUZER K+//3//Q-M+//3//Q-RC+//3//Q-,6679674,518,1213,1359
shevoadept,1892903,618,1212,1359
Fs.Igor,2853675,1654,1206,1359
Beta X,5345855,1673,1185,1359
O1G,5873754,2273,1180,1359
darthtsg,5046154,1055,1178,1359
Zod,10076104,1013,1176,1359
American Pup,10735329,3313,1175,1359
PaaSHaaS,4260432,1975,1175,1359
Americaneagle37,4635224,1269,1148,1359
Anacaona,5884962,1802,1089,1359
wakiwaku,6429461,1261,1012,1359
overambitiousBOT,3677022,120,1358,1358
Xaagh,670388,413,1342,1358
+AFs-KOF+AF0- coven+AF8-88,2310224,478,1339,1358
Joff,2634059,903,1326,1358
Huachichil,2000856,4342,1315,1358
acid9977,22282369,107,1315,1358
ezechias,3467132,861,1314,1358
Karlavagnen,242746,1369,1310,1358
+AFs-ITCF+AF0-Hentai,3052659,525,1305,1358
shynsyla,17087309,1164,1303,1358
Sparkles9123,22231562,86,1298,1358
FeroYias,8166986,898,1281,1358
GreeN+AF8-YoShi,938202,527,1279,1358
Fish (Perch),18134744,489,1278,1358
krysuxie,6456920,307,1267,1358
+AFs-CL+AF0- Kecko,20499510,148,1266,1358
BombayGypsy,209485,2710,1266,1358
WastelandMedic,748878,3590,1245,1358
LenonDS,1524081,785,1245,1358
Murmelaattori,1055362,1153,1242,1358
miklo+AF8-velka,8737347,5708,1239,1358
+AC0-DOOM+AC0-,1884817,2784,1227,1358
Reservoir Kid,2665397,476,1222,1358
Jean+AC0-Paul Golmondo,2427184,655,1212,1358
DJoshBot,3146467,3617,1193,1358
Siny,971495,66,1191,1358
Tygridson,492664,1433,1163,1358
Bardock,2497421,511,1139,1358
torgo73,2031650,736,1130,1358
ZALMOXIS,1912680,1008,1100,1358
HyperDuck Extreme,14561826,267,1357,1357
MadScientist,6347542,404,1357,1357
Hallo22062,20346327,248,1325,1357
PiWi,10973842,2676,1325,1357
romfl,3137115,451,1322,1357
+//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9-,1408047,549,1322,1357
Litrim,2430575,1565,1312,1357
SPX6900,5237383,139,1289,1357
+//3//f/9//3//f/9//3//f/9//3//f/9-,21263492,380,1281,1357
Wolf1,8173495,1139,1275,1357
Tante Lien,4171423,1105,1275,1357
Sakrafina,898044,385,1269,1357
Jambo,1910362,1489,1260,1357
Mitch,2786623,720,1238,1357
Karlovic,22070573,834,1213,1357
leowitt7,5872377,517,1213,1357
elidkatz1,2916649,736,1211,1357
Dancergr,3474796,2102,1209,1357
DS+AF8-Gwindor,3225614,402,1192,1357
Tylovath,2723696,475,1186,1357
Obeeroon,1852819,3758,1165,1357
NordicByNature,354393,126,1356,1356
Sarbu,6876529,223,1356,1356
Grymmaklumpen22,11308593,712,1356,1356
M+AEA-CT,23044997,115,1356,1356
+//3//f/9//3//f/9AD3//f/9//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9//3//f/9//0-,18605429,400,1356,1356
Gunther,22752235,120,1356,1356
DS+AF8-Benkiart,2396276,4130,1353,1356
+//3//f/9//3//f/9//3//f/9-,5056833,778,1350,1356
Leofer,18803385,264,1343,1356
105er.James Newstedd,9295892,377,1340,1356
The Mandalore,770993,1962,1337,1356
TheFireKnight,1522963,736,1325,1356
Lancero Estepario del Iber+//3//Q-,6117332,620,1323,1356
flem.Koen,4016370,518,1321,1356
DS+AF8AXABfAFs-Cuauht+//3//Q-moc+AF0AXw-/+AF8-YOLT,15859359,456,1303,1356
IPQOM,4818637,563,1281,1356
Hanfbl+//3//Q-tenpyromane,5813467,2312,1274,1356
mark,465176,4764,1273,1356
eyadaoe2,10019268,616,1262,1356
7.65611988258376E+-016,2780450,331,1259,1356
WallerBoy,2326455,3478,1252,1356
Tehn,2810540,2869,1234,1356
ivanmak17mma,6926619,464,1205,1356
ten+AF8-idle+AF8-villagers,10328034,2530,1198,1356
bromite,2003321,310,1191,1356
Kingrik,1839889,3033,1187,1356
+AFs-FIshK+AF0- vava,1019492,649,1178,1356
LIN PULL R+//3//Q- Do,6404178,1107,1135,1356
+//3//f/9//3//f/9//3//f/9//3//f/9-,3420251,652,1092,1356
Aoe+AF8-AK,4105541,3456,1086,1356
Templar,23351695,14,1355,1355
v.v,1808922,2626,1355,1355
2Slow,23426393,11,1355,1355
Flamenquin,11928366,187,1323,1355
227,10423229,447,1319,1355
BuBoNiCa,17462369,554,1309,1355
Esbleider,4053446,1018,1307,1355
Thaang Long,6266811,1114,1302,1355
Xanmax,16287690,1368,1276,1355
Mariotellop,1035882,2871,1273,1355
Renrew,549431,372,1256,1355
Sacro,17283465,937,1254,1355
RodrigoSuga,20725747,297,1238,1355
MORIS0202,12868111,504,1231,1355
shumanji,23383372,81,1222,1355
TheFlamingCamel,988398,873,1218,1355
DevaK,480939,1086,1214,1355
Tim Borton,1759561,1211,1204,1355
meaureau,856719,925,1197,1355
HazrD,3553523,1116,1191,1355
MG+AF///f/9//0-,5535485,44,1179,1355
shinydaemon,2906811,644,1162,1355
General J. Roman,4582007,4987,1162,1355
sUrQ,2375336,665,1147,1355
ZeDjalma+AF8-85,11936962,513,1135,1355
Artano,3989028,1856,1354,1354
Henry+AF8-X,696136,15,1354,1354
G4xel+AF8-z,23184999,233,1354,1354
coke diet,1767526,50,1351,1354
DK+AF8-Enigma,254537,1222,1341,1354
Robertmeister,8750257,51,1340,1354
SLAMPIG,14771432,476,1337,1354
F4T,21597994,173,1330,1354
Sieants,574573,510,1319,1354
+AF8-Gamo,2636758,793,1316,1354
Der Sprudel,3132119,1287,1311,1354
chinito+AF8-tu papi,4993915,3542,1288,1354
Marcel,275202,1523,1285,1354
Zackssob,12428068,347,1274,1354
Dairyman7,21071954,66,1262,1354
chicken,2842925,69,1245,1354
JDIV,10252682,1323,1237,1354
bkristof117,1124972,626,1228,1354
Frandir,2786891,1442,1199,1354
msdev137,12365938,1428,1193,1354
Colonel+//3//f/9//3//f/9//3//f/9-Chinko,2194113,215,1192,1354
Aizohiith,4631006,594,1184,1354
Deadeye,2115666,1349,1063,1354
Ch+ACE-ll+ACE-Punch3r,739767,1371,1026,1354
RAINER SCHMERZ,19911654,157,1353,1353
CangreBurger,21862860,48,1353,1353
Odek,287352,986,1353,1353
liujiahong833,3181305,393,1353,1353
zelaz,2707995,16,1353,1353
turco,17836888,174,1351,1353
vrmsoccer,309626,87,1340,1353
